Column1;Ã¯..ActiveScreener.Id;Time.of.Screening;Title;Authors;Question;List.of.Reviewers;Answers
8053;7361671;06/01/2021 23:20:54;Spatial heterogeneity and air pollution removal by an urban forest;Escobedo, F. J., Nowak, D. J. ;What is the contaminant or variable under study?;Sanchez, Luis;COx - Oxides of Carbon
8054;7361671;06/01/2021 23:20:54;Spatial heterogeneity and air pollution removal by an urban forest;Escobedo, F. J., Nowak, D. J. ;What is the contaminant or variable under study?;Sanchez, Luis;SOx - Oxides of Sulphur
8055;7361671;06/01/2021 23:20:54;Spatial heterogeneity and air pollution removal by an urban forest;Escobedo, F. J., Nowak, D. J. ;TEMPORAL: What is the temporal scale of the study?;Sanchez, Luis;1 Year or more
8056;7361671;06/01/2021 23:20:54;Spatial heterogeneity and air pollution removal by an urban forest;Escobedo, F. J., Nowak, D. J. ;SPATIAL 1:What is the spatial scale of the study?;Sanchez, Luis;Local (rural, suburban, urban)
8057;7361671;06/01/2021 23:20:54;Spatial heterogeneity and air pollution removal by an urban forest;Escobedo, F. J., Nowak, D. J. ;SPATIAL 2. National or International;Sanchez, Luis;Only national
8058;7361671;06/01/2021 23:20:54;Spatial heterogeneity and air pollution removal by an urban forest;Escobedo, F. J., Nowak, D. J. ;SPATIAL 3: What is the Chilean macro zone in which the study is developed?;Sanchez, Luis;Central zone
8059;7361671;06/01/2021 23:20:54;Spatial heterogeneity and air pollution removal by an urban forest;Escobedo, F. J., Nowak, D. J. ;Emission  source in study;Sanchez, Luis;Domestic heating / wood burning
8060;7361671;06/01/2021 23:20:54;Spatial heterogeneity and air pollution removal by an urban forest;Escobedo, F. J., Nowak, D. J. ;Emission  source in study;Sanchez, Luis;Traffic 
8061;7361671;06/01/2021 23:20:54;Spatial heterogeneity and air pollution removal by an urban forest;Escobedo, F. J., Nowak, D. J. ;Emission  source in study;Sanchez, Luis;Industrial and commercial emissions 
8062;7361670;07/23/2021 15:44:02;Unusual pathogenic bacterium isolated from microbial communities of bioaerosols at Chilean Patagonian lakes;Escalante, G., LeÃƒÆ’Ã‚Â³n, C. G., Giacomozzi, B.  et al.;Include this reference?;Manzano, Carlos;Yes, include the reference
8063;7361670;07/23/2021 15:44:02;Unusual pathogenic bacterium isolated from microbial communities of bioaerosols at Chilean Patagonian lakes;Escalante, G., LeÃƒÆ’Ã‚Â³n, C. G., Giacomozzi, B.  et al.;DUDOSO;Manzano, Carlos;No, no tengo dudas en mis respuestas
8064;7361670;07/23/2021 15:44:02;Unusual pathogenic bacterium isolated from microbial communities of bioaerosols at Chilean Patagonian lakes;Escalante, G., LeÃƒÆ’Ã‚Â³n, C. G., Giacomozzi, B.  et al.;COMENTARIOS, si los hay.;Manzano, Carlos;objetivo?
8065;7361670;07/23/2021 15:44:02;Unusual pathogenic bacterium isolated from microbial communities of bioaerosols at Chilean Patagonian lakes;Escalante, G., LeÃƒÆ’Ã‚Â³n, C. G., Giacomozzi, B.  et al.;Characterize the organization to which the authors are affiliated?;Manzano, Carlos;Academia (university, institute, others)
8066;7361670;07/23/2021 15:44:02;Unusual pathogenic bacterium isolated from microbial communities of bioaerosols at Chilean Patagonian lakes;Escalante, G., LeÃƒÆ’Ã‚Â³n, C. G., Giacomozzi, B.  et al.;Strategies;Manzano, Carlos;Other unclassified
8067;7361670;07/23/2021 15:44:02;Unusual pathogenic bacterium isolated from microbial communities of bioaerosols at Chilean Patagonian lakes;Escalante, G., LeÃƒÆ’Ã‚Â³n, C. G., Giacomozzi, B.  et al.;Strategies;Manzano, Carlos;Assessment of representativeness
8068;7361670;07/23/2021 15:44:02;Unusual pathogenic bacterium isolated from microbial communities of bioaerosols at Chilean Patagonian lakes;Escalante, G., LeÃƒÆ’Ã‚Â³n, C. G., Giacomozzi, B.  et al.;Strategies;Manzano, Carlos;Information of the public
8069;7361670;07/23/2021 15:44:02;Unusual pathogenic bacterium isolated from microbial communities of bioaerosols at Chilean Patagonian lakes;Escalante, G., LeÃƒÆ’Ã‚Â³n, C. G., Giacomozzi, B.  et al.;New Question;Manzano, Carlos;CaracterizaciÃƒÆ’Ã‚Â³n de bioaerosoles en lago pristino
8070;7361670;07/23/2021 15:44:02;Unusual pathogenic bacterium isolated from microbial communities of bioaerosols at Chilean Patagonian lakes;Escalante, G., LeÃƒÆ’Ã‚Â³n, C. G., Giacomozzi, B.  et al.;Study characteristics;Manzano, Carlos;Ambient (eg outdoor)
8071;7361670;07/23/2021 15:44:02;Unusual pathogenic bacterium isolated from microbial communities of bioaerosols at Chilean Patagonian lakes;Escalante, G., LeÃƒÆ’Ã‚Â³n, C. G., Giacomozzi, B.  et al.;Potential effects or impact;Manzano, Carlos;Ecological  (animal, plants)
8072;7361670;07/23/2021 15:44:02;Unusual pathogenic bacterium isolated from microbial communities of bioaerosols at Chilean Patagonian lakes;Escalante, G., LeÃƒÆ’Ã‚Â³n, C. G., Giacomozzi, B.  et al.;What is the evaluation method?;Manzano, Carlos;Biological composition
8073;7361670;07/23/2021 15:44:02;Unusual pathogenic bacterium isolated from microbial communities of bioaerosols at Chilean Patagonian lakes;Escalante, G., LeÃƒÆ’Ã‚Â³n, C. G., Giacomozzi, B.  et al.;What is the contaminant or variable under study?;Manzano, Carlos;BIO - Biological (Pollen, virus, bacteria)
8074;7361670;07/23/2021 15:44:02;Unusual pathogenic bacterium isolated from microbial communities of bioaerosols at Chilean Patagonian lakes;Escalante, G., LeÃƒÆ’Ã‚Â³n, C. G., Giacomozzi, B.  et al.;TEMPORAL: What is the temporal scale of the study?;Manzano, Carlos;Hours- 3 Weeks
8075;7361670;07/23/2021 15:44:02;Unusual pathogenic bacterium isolated from microbial communities of bioaerosols at Chilean Patagonian lakes;Escalante, G., LeÃƒÆ’Ã‚Â³n, C. G., Giacomozzi, B.  et al.;SPATIAL 1:What is the spatial scale of the study?;Manzano, Carlos;Local (rural, suburban, urban)
8076;7361670;07/23/2021 15:44:02;Unusual pathogenic bacterium isolated from microbial communities of bioaerosols at Chilean Patagonian lakes;Escalante, G., LeÃƒÆ’Ã‚Â³n, C. G., Giacomozzi, B.  et al.;SPATIAL 2. National or International;Manzano, Carlos;Only national
8077;7361670;07/23/2021 15:44:02;Unusual pathogenic bacterium isolated from microbial communities of bioaerosols at Chilean Patagonian lakes;Escalante, G., LeÃƒÆ’Ã‚Â³n, C. G., Giacomozzi, B.  et al.;SPATIAL 3: What is the Chilean macro zone in which the study is developed?;Manzano, Carlos;Austral austral
8078;7361670;07/23/2021 15:44:02;Unusual pathogenic bacterium isolated from microbial communities of bioaerosols at Chilean Patagonian lakes;Escalante, G., LeÃƒÆ’Ã‚Â³n, C. G., Giacomozzi, B.  et al.;Emission  source in study;Manzano, Carlos;Natural sources 
8079;7361669;06/05/2021 17:12:40;Secondhand tobacco smoke in bars and restaurants in Santiago, Chile: evaluation of partial smoking ban legislation in public places;Erazo, M., Iglesias, V., Droppelmann, A.  et al.;Include this reference?;Manzano, Carlos;Yes, include the reference
8080;7361669;06/05/2021 17:12:40;Secondhand tobacco smoke in bars and restaurants in Santiago, Chile: evaluation of partial smoking ban legislation in public places;Erazo, M., Iglesias, V., Droppelmann, A.  et al.;DUDOSO;Manzano, Carlos;No, no tengo dudas en mis respuestas
8081;7361669;06/05/2021 17:12:40;Secondhand tobacco smoke in bars and restaurants in Santiago, Chile: evaluation of partial smoking ban legislation in public places;Erazo, M., Iglesias, V., Droppelmann, A.  et al.;COMENTARIOS, si los hay.;Manzano, Carlos;Revisar otros: nicotina
8082;7361669;06/05/2021 17:12:40;Secondhand tobacco smoke in bars and restaurants in Santiago, Chile: evaluation of partial smoking ban legislation in public places;Erazo, M., Iglesias, V., Droppelmann, A.  et al.;Characterize the organization to which the authors are affiliated?;Manzano, Carlos;Academia (university, institute, others)
8083;7361669;06/05/2021 17:12:40;Secondhand tobacco smoke in bars and restaurants in Santiago, Chile: evaluation of partial smoking ban legislation in public places;Erazo, M., Iglesias, V., Droppelmann, A.  et al.;Strategies;Manzano, Carlos;Exposure assessment
8084;7361669;06/05/2021 17:12:40;Secondhand tobacco smoke in bars and restaurants in Santiago, Chile: evaluation of partial smoking ban legislation in public places;Erazo, M., Iglesias, V., Droppelmann, A.  et al.;Study characteristics;Manzano, Carlos;Indoor (egIndoor, work environments)
8085;7361669;06/05/2021 17:12:40;Secondhand tobacco smoke in bars and restaurants in Santiago, Chile: evaluation of partial smoking ban legislation in public places;Erazo, M., Iglesias, V., Droppelmann, A.  et al.;Potential effects or impact;Manzano, Carlos;Human health
8086;7361669;06/05/2021 17:12:40;Secondhand tobacco smoke in bars and restaurants in Santiago, Chile: evaluation of partial smoking ban legislation in public places;Erazo, M., Iglesias, V., Droppelmann, A.  et al.;What is the evaluation method?;Manzano, Carlos;concentrations
8087;7361669;06/05/2021 17:12:40;Secondhand tobacco smoke in bars and restaurants in Santiago, Chile: evaluation of partial smoking ban legislation in public places;Erazo, M., Iglesias, V., Droppelmann, A.  et al.;What is the contaminant or variable under study?;Manzano, Carlos;Other
8088;7361669;06/05/2021 17:12:40;Secondhand tobacco smoke in bars and restaurants in Santiago, Chile: evaluation of partial smoking ban legislation in public places;Erazo, M., Iglesias, V., Droppelmann, A.  et al.;TEMPORAL: What is the temporal scale of the study?;Manzano, Carlos;Hours- 3 Weeks
8089;7361669;06/05/2021 17:12:40;Secondhand tobacco smoke in bars and restaurants in Santiago, Chile: evaluation of partial smoking ban legislation in public places;Erazo, M., Iglesias, V., Droppelmann, A.  et al.;SPATIAL 1:What is the spatial scale of the study?;Manzano, Carlos;Micro-scale (indoor, workplace, residential, street canyons, critical point, etc)
8090;7361669;06/05/2021 17:12:40;Secondhand tobacco smoke in bars and restaurants in Santiago, Chile: evaluation of partial smoking ban legislation in public places;Erazo, M., Iglesias, V., Droppelmann, A.  et al.;SPATIAL 2. National or International;Manzano, Carlos;Only national
8091;7361669;06/05/2021 17:12:40;Secondhand tobacco smoke in bars and restaurants in Santiago, Chile: evaluation of partial smoking ban legislation in public places;Erazo, M., Iglesias, V., Droppelmann, A.  et al.;SPATIAL 3: What is the Chilean macro zone in which the study is developed?;Manzano, Carlos;Central zone
8092;7361669;06/05/2021 17:12:40;Secondhand tobacco smoke in bars and restaurants in Santiago, Chile: evaluation of partial smoking ban legislation in public places;Erazo, M., Iglesias, V., Droppelmann, A.  et al.;Emission  source in study;Manzano, Carlos;Others not classified
8093;7361668;05/03/2021 22:54:09;Summertime photochemical ozone formation in Santiago, Chile;Elshorbany, Y. F., Kleffmann, J., Kurtenbach, R.  et al.;Include this reference?;Manzano, Carlos;Yes, include the reference
8094;7361668;05/03/2021 22:54:09;Summertime photochemical ozone formation in Santiago, Chile;Elshorbany, Y. F., Kleffmann, J., Kurtenbach, R.  et al.;DUDOSO;Manzano, Carlos;No, no tengo dudas en mis respuestas
8095;7361668;05/03/2021 22:54:09;Summertime photochemical ozone formation in Santiago, Chile;Elshorbany, Y. F., Kleffmann, J., Kurtenbach, R.  et al.;Characterize the organization to which the authors are affiliated?;Manzano, Carlos;Academia (university, institute, others)
8096;7361668;05/03/2021 22:54:09;Summertime photochemical ozone formation in Santiago, Chile;Elshorbany, Y. F., Kleffmann, J., Kurtenbach, R.  et al.;Strategies;Manzano, Carlos;Analysis of causes of air pollution: Emissions, dispersion conditions, atmospheric chemistry, deposition, 
8097;7361668;05/03/2021 22:54:09;Summertime photochemical ozone formation in Santiago, Chile;Elshorbany, Y. F., Kleffmann, J., Kurtenbach, R.  et al.;Study characteristics;Manzano, Carlos;Ambient (eg outdoor)
8098;7361668;05/03/2021 22:54:09;Summertime photochemical ozone formation in Santiago, Chile;Elshorbany, Y. F., Kleffmann, J., Kurtenbach, R.  et al.;Potential effects or impact;Manzano, Carlos;Regulatory and Legal
8099;7361668;05/03/2021 22:54:09;Summertime photochemical ozone formation in Santiago, Chile;Elshorbany, Y. F., Kleffmann, J., Kurtenbach, R.  et al.;What is the evaluation method?;Manzano, Carlos;concentrations
8100;7361668;05/03/2021 22:54:09;Summertime photochemical ozone formation in Santiago, Chile;Elshorbany, Y. F., Kleffmann, J., Kurtenbach, R.  et al.;What is the contaminant or variable under study?;Manzano, Carlos;NOx - Oxides of Nitrogen (NyOx, NH3)
8101;7361668;05/03/2021 22:54:09;Summertime photochemical ozone formation in Santiago, Chile;Elshorbany, Y. F., Kleffmann, J., Kurtenbach, R.  et al.;What is the contaminant or variable under study?;Manzano, Carlos;O3 ozone - photochemical smog
8102;7361668;05/03/2021 22:54:09;Summertime photochemical ozone formation in Santiago, Chile;Elshorbany, Y. F., Kleffmann, J., Kurtenbach, R.  et al.;What is the contaminant or variable under study?;Manzano, Carlos;VOCs/SVOCs - Organic Compounds
8103;7361668;05/03/2021 22:54:09;Summertime photochemical ozone formation in Santiago, Chile;Elshorbany, Y. F., Kleffmann, J., Kurtenbach, R.  et al.;TEMPORAL: What is the temporal scale of the study?;Manzano, Carlos;Hours- 3 Weeks
8104;7361668;05/03/2021 22:54:09;Summertime photochemical ozone formation in Santiago, Chile;Elshorbany, Y. F., Kleffmann, J., Kurtenbach, R.  et al.;SPATIAL 1:What is the spatial scale of the study?;Manzano, Carlos;Local (rural, suburban, urban)
8105;7361668;05/03/2021 22:54:09;Summertime photochemical ozone formation in Santiago, Chile;Elshorbany, Y. F., Kleffmann, J., Kurtenbach, R.  et al.;SPATIAL 2. National or International;Manzano, Carlos;Only national
8106;7361668;05/03/2021 22:54:09;Summertime photochemical ozone formation in Santiago, Chile;Elshorbany, Y. F., Kleffmann, J., Kurtenbach, R.  et al.;SPATIAL 3: What is the Chilean macro zone in which the study is developed?;Manzano, Carlos;Central zone
8107;7361668;05/03/2021 22:54:09;Summertime photochemical ozone formation in Santiago, Chile;Elshorbany, Y. F., Kleffmann, J., Kurtenbach, R.  et al.;Emission  source in study;Manzano, Carlos;Traffic 
8108;7361667;05/31/2021 00:19:58;ContaminaciÃƒÆ’Ã‚Â³n Urbana por Material Particulado y su Efecto sobre las CaracterÃƒÆ’Ã‚Â­sticas Morfo-AnatÃƒÆ’Ã‚Â³micas de Cuatro Especies ArbÃƒÆ’Ã‚Â³reas de Santiago de Chile;Egas, Claudia, Naulin, Paulette I., PrÃƒÆ’Ã‚Â©ndez, Margarita ;Include this reference?;Manzano, Carlos;Yes, include the reference
8109;7361667;05/31/2021 00:19:58;ContaminaciÃƒÆ’Ã‚Â³n Urbana por Material Particulado y su Efecto sobre las CaracterÃƒÆ’Ã‚Â­sticas Morfo-AnatÃƒÆ’Ã‚Â³micas de Cuatro Especies ArbÃƒÆ’Ã‚Â³reas de Santiago de Chile;Egas, Claudia, Naulin, Paulette I., PrÃƒÆ’Ã‚Â©ndez, Margarita ;DUDOSO;Manzano, Carlos;No, no tengo dudas en mis respuestas
8110;7361667;05/31/2021 00:19:58;ContaminaciÃƒÆ’Ã‚Â³n Urbana por Material Particulado y su Efecto sobre las CaracterÃƒÆ’Ã‚Â­sticas Morfo-AnatÃƒÆ’Ã‚Â³micas de Cuatro Especies ArbÃƒÆ’Ã‚Â³reas de Santiago de Chile;Egas, Claudia, Naulin, Paulette I., PrÃƒÆ’Ã‚Â©ndez, Margarita ;COMENTARIOS, si los hay.;Manzano, Carlos;toxicologica -> ecotoxicolÃƒÆ’Ã‚Â³gico
8111;7361667;05/31/2021 00:19:58;ContaminaciÃƒÆ’Ã‚Â³n Urbana por Material Particulado y su Efecto sobre las CaracterÃƒÆ’Ã‚Â­sticas Morfo-AnatÃƒÆ’Ã‚Â³micas de Cuatro Especies ArbÃƒÆ’Ã‚Â³reas de Santiago de Chile;Egas, Claudia, Naulin, Paulette I., PrÃƒÆ’Ã‚Â©ndez, Margarita ;Characterize the organization to which the authors are affiliated?;Manzano, Carlos;Academia (university, institute, others)
8112;7361667;05/31/2021 00:19:58;ContaminaciÃƒÆ’Ã‚Â³n Urbana por Material Particulado y su Efecto sobre las CaracterÃƒÆ’Ã‚Â­sticas Morfo-AnatÃƒÆ’Ã‚Â³micas de Cuatro Especies ArbÃƒÆ’Ã‚Â³reas de Santiago de Chile;Egas, Claudia, Naulin, Paulette I., PrÃƒÆ’Ã‚Â©ndez, Margarita ;Strategies;Manzano, Carlos;Exposure assessment
8113;7361667;05/31/2021 00:19:58;ContaminaciÃƒÆ’Ã‚Â³n Urbana por Material Particulado y su Efecto sobre las CaracterÃƒÆ’Ã‚Â­sticas Morfo-AnatÃƒÆ’Ã‚Â³micas de Cuatro Especies ArbÃƒÆ’Ã‚Â³reas de Santiago de Chile;Egas, Claudia, Naulin, Paulette I., PrÃƒÆ’Ã‚Â©ndez, Margarita ;Study characteristics;Manzano, Carlos;Ambient (eg outdoor)
8114;7361667;05/31/2021 00:19:58;ContaminaciÃƒÆ’Ã‚Â³n Urbana por Material Particulado y su Efecto sobre las CaracterÃƒÆ’Ã‚Â­sticas Morfo-AnatÃƒÆ’Ã‚Â³micas de Cuatro Especies ArbÃƒÆ’Ã‚Â³reas de Santiago de Chile;Egas, Claudia, Naulin, Paulette I., PrÃƒÆ’Ã‚Â©ndez, Margarita ;Potential effects or impact;Manzano, Carlos;Ecological  (animal, plants)
8115;7361667;05/31/2021 00:19:58;ContaminaciÃƒÆ’Ã‚Â³n Urbana por Material Particulado y su Efecto sobre las CaracterÃƒÆ’Ã‚Â­sticas Morfo-AnatÃƒÆ’Ã‚Â³micas de Cuatro Especies ArbÃƒÆ’Ã‚Â³reas de Santiago de Chile;Egas, Claudia, Naulin, Paulette I., PrÃƒÆ’Ã‚Â©ndez, Margarita ;What is the evaluation method?;Manzano, Carlos;Chemical composition
8116;7361667;05/31/2021 00:19:58;ContaminaciÃƒÆ’Ã‚Â³n Urbana por Material Particulado y su Efecto sobre las CaracterÃƒÆ’Ã‚Â­sticas Morfo-AnatÃƒÆ’Ã‚Â³micas de Cuatro Especies ArbÃƒÆ’Ã‚Â³reas de Santiago de Chile;Egas, Claudia, Naulin, Paulette I., PrÃƒÆ’Ã‚Â©ndez, Margarita ;What is the evaluation method?;Manzano, Carlos;Toxicological
8117;7361667;05/31/2021 00:19:58;ContaminaciÃƒÆ’Ã‚Â³n Urbana por Material Particulado y su Efecto sobre las CaracterÃƒÆ’Ã‚Â­sticas Morfo-AnatÃƒÆ’Ã‚Â³micas de Cuatro Especies ArbÃƒÆ’Ã‚Â³reas de Santiago de Chile;Egas, Claudia, Naulin, Paulette I., PrÃƒÆ’Ã‚Â©ndez, Margarita ;What is the evaluation method?;Manzano, Carlos;concentrations
8118;7361667;05/31/2021 00:19:58;ContaminaciÃƒÆ’Ã‚Â³n Urbana por Material Particulado y su Efecto sobre las CaracterÃƒÆ’Ã‚Â­sticas Morfo-AnatÃƒÆ’Ã‚Â³micas de Cuatro Especies ArbÃƒÆ’Ã‚Â³reas de Santiago de Chile;Egas, Claudia, Naulin, Paulette I., PrÃƒÆ’Ã‚Â©ndez, Margarita ;What is the evaluation method?;Manzano, Carlos;Others not classified
8119;7361667;05/31/2021 00:19:58;ContaminaciÃƒÆ’Ã‚Â³n Urbana por Material Particulado y su Efecto sobre las CaracterÃƒÆ’Ã‚Â­sticas Morfo-AnatÃƒÆ’Ã‚Â³micas de Cuatro Especies ArbÃƒÆ’Ã‚Â³reas de Santiago de Chile;Egas, Claudia, Naulin, Paulette I., PrÃƒÆ’Ã‚Â©ndez, Margarita ;What is the contaminant or variable under study?;Manzano, Carlos;PM - particulate matter
8120;7361667;05/31/2021 00:19:58;ContaminaciÃƒÆ’Ã‚Â³n Urbana por Material Particulado y su Efecto sobre las CaracterÃƒÆ’Ã‚Â­sticas Morfo-AnatÃƒÆ’Ã‚Â³micas de Cuatro Especies ArbÃƒÆ’Ã‚Â³reas de Santiago de Chile;Egas, Claudia, Naulin, Paulette I., PrÃƒÆ’Ã‚Â©ndez, Margarita ;TEMPORAL: What is the temporal scale of the study?;Manzano, Carlos;Month - to 3 months
8121;7361667;05/31/2021 00:19:58;ContaminaciÃƒÆ’Ã‚Â³n Urbana por Material Particulado y su Efecto sobre las CaracterÃƒÆ’Ã‚Â­sticas Morfo-AnatÃƒÆ’Ã‚Â³micas de Cuatro Especies ArbÃƒÆ’Ã‚Â³reas de Santiago de Chile;Egas, Claudia, Naulin, Paulette I., PrÃƒÆ’Ã‚Â©ndez, Margarita ;SPATIAL 1:What is the spatial scale of the study?;Manzano, Carlos;Local (rural, suburban, urban)
8122;7361667;05/31/2021 00:19:58;ContaminaciÃƒÆ’Ã‚Â³n Urbana por Material Particulado y su Efecto sobre las CaracterÃƒÆ’Ã‚Â­sticas Morfo-AnatÃƒÆ’Ã‚Â³micas de Cuatro Especies ArbÃƒÆ’Ã‚Â³reas de Santiago de Chile;Egas, Claudia, Naulin, Paulette I., PrÃƒÆ’Ã‚Â©ndez, Margarita ;SPATIAL 2. National or International;Manzano, Carlos;Only national
8123;7361667;05/31/2021 00:19:58;ContaminaciÃƒÆ’Ã‚Â³n Urbana por Material Particulado y su Efecto sobre las CaracterÃƒÆ’Ã‚Â­sticas Morfo-AnatÃƒÆ’Ã‚Â³micas de Cuatro Especies ArbÃƒÆ’Ã‚Â³reas de Santiago de Chile;Egas, Claudia, Naulin, Paulette I., PrÃƒÆ’Ã‚Â©ndez, Margarita ;SPATIAL 3: What is the Chilean macro zone in which the study is developed?;Manzano, Carlos;Central zone
8124;7361667;05/31/2021 00:19:58;ContaminaciÃƒÆ’Ã‚Â³n Urbana por Material Particulado y su Efecto sobre las CaracterÃƒÆ’Ã‚Â­sticas Morfo-AnatÃƒÆ’Ã‚Â³micas de Cuatro Especies ArbÃƒÆ’Ã‚Â³reas de Santiago de Chile;Egas, Claudia, Naulin, Paulette I., PrÃƒÆ’Ã‚Â©ndez, Margarita ;Emission  source in study;Manzano, Carlos;Traffic 
8125;7361666;06/25/2021 11:58:14;Emissions of gaseous mercury from biomass burning in South America in 2005 observed during CARIBIC flights;Ebinghaus, R., Slemr, F., Brenninkmeijer, C. A. M.  et al.;Include this reference?;Sanchez, Luis;Yes, include the reference
8126;7361666;06/25/2021 11:58:14;Emissions of gaseous mercury from biomass burning in South America in 2005 observed during CARIBIC flights;Ebinghaus, R., Slemr, F., Brenninkmeijer, C. A. M.  et al.;DUDOSO;Sanchez, Luis;No, no tengo dudas en mis respuestas
8127;7361666;06/25/2021 11:58:14;Emissions of gaseous mercury from biomass burning in South America in 2005 observed during CARIBIC flights;Ebinghaus, R., Slemr, F., Brenninkmeijer, C. A. M.  et al.;Characterize the organization to which the authors are affiliated?;Sanchez, Luis;Academia (university, institute, others)
8128;7361666;06/25/2021 11:58:14;Emissions of gaseous mercury from biomass burning in South America in 2005 observed during CARIBIC flights;Ebinghaus, R., Slemr, F., Brenninkmeijer, C. A. M.  et al.;Characterize the organization to which the authors are affiliated?;Sanchez, Luis;International organization
8129;7361666;06/25/2021 11:58:14;Emissions of gaseous mercury from biomass burning in South America in 2005 observed during CARIBIC flights;Ebinghaus, R., Slemr, F., Brenninkmeijer, C. A. M.  et al.;Strategies;Sanchez, Luis;Analysis of causes of air pollution: Emissions, dispersion conditions, atmospheric chemistry, deposition, 
8130;7361666;06/25/2021 11:58:14;Emissions of gaseous mercury from biomass burning in South America in 2005 observed during CARIBIC flights;Ebinghaus, R., Slemr, F., Brenninkmeijer, C. A. M.  et al.;Strategies;Sanchez, Luis;Assessment of representativeness
8131;7361666;06/25/2021 11:58:14;Emissions of gaseous mercury from biomass burning in South America in 2005 observed during CARIBIC flights;Ebinghaus, R., Slemr, F., Brenninkmeijer, C. A. M.  et al.;Study characteristics;Sanchez, Luis;Ambient (eg outdoor)
8132;7361666;06/25/2021 11:58:14;Emissions of gaseous mercury from biomass burning in South America in 2005 observed during CARIBIC flights;Ebinghaus, R., Slemr, F., Brenninkmeijer, C. A. M.  et al.;Potential effects or impact;Sanchez, Luis;Ecological  (animal, plants)
8133;7361666;06/25/2021 11:58:14;Emissions of gaseous mercury from biomass burning in South America in 2005 observed during CARIBIC flights;Ebinghaus, R., Slemr, F., Brenninkmeijer, C. A. M.  et al.;Potential effects or impact;Sanchez, Luis;Others not classified
8134;7361666;06/25/2021 11:58:14;Emissions of gaseous mercury from biomass burning in South America in 2005 observed during CARIBIC flights;Ebinghaus, R., Slemr, F., Brenninkmeijer, C. A. M.  et al.;Cual?;Sanchez, Luis;EstimaciÃƒÆ’Ã‚Â³n de emisiÃƒÆ’Ã‚Â³n de mercurio gaseoso a partir de quema de biomasa (incendios)--> A considerar en futuros modelos
8135;7361666;06/25/2021 11:58:14;Emissions of gaseous mercury from biomass burning in South America in 2005 observed during CARIBIC flights;Ebinghaus, R., Slemr, F., Brenninkmeijer, C. A. M.  et al.;What is the evaluation method?;Sanchez, Luis;concentrations
8136;7361666;06/25/2021 11:58:14;Emissions of gaseous mercury from biomass burning in South America in 2005 observed during CARIBIC flights;Ebinghaus, R., Slemr, F., Brenninkmeijer, C. A. M.  et al.;What is the evaluation method?;Sanchez, Luis;Meteorological measurements
8137;7361666;06/25/2021 11:58:14;Emissions of gaseous mercury from biomass burning in South America in 2005 observed during CARIBIC flights;Ebinghaus, R., Slemr, F., Brenninkmeijer, C. A. M.  et al.;What is the contaminant or variable under study?;Sanchez, Luis;HM - heavy metals
8138;7361666;06/25/2021 11:58:14;Emissions of gaseous mercury from biomass burning in South America in 2005 observed during CARIBIC flights;Ebinghaus, R., Slemr, F., Brenninkmeijer, C. A. M.  et al.;What is the contaminant or variable under study?;Sanchez, Luis;VOCs/SVOCs - Organic Compounds
8139;7361666;06/25/2021 11:58:14;Emissions of gaseous mercury from biomass burning in South America in 2005 observed during CARIBIC flights;Ebinghaus, R., Slemr, F., Brenninkmeijer, C. A. M.  et al.;What is the contaminant or variable under study?;Sanchez, Luis;NOx - Oxides of Nitrogen (NyOx, NH3)
8140;7361666;06/25/2021 11:58:14;Emissions of gaseous mercury from biomass burning in South America in 2005 observed during CARIBIC flights;Ebinghaus, R., Slemr, F., Brenninkmeijer, C. A. M.  et al.;What is the contaminant or variable under study?;Sanchez, Luis;COx - Oxides of Carbon
8141;7361666;06/25/2021 11:58:14;Emissions of gaseous mercury from biomass burning in South America in 2005 observed during CARIBIC flights;Ebinghaus, R., Slemr, F., Brenninkmeijer, C. A. M.  et al.;What is the contaminant or variable under study?;Sanchez, Luis;O3 ozone - photochemical smog
8142;7361666;06/25/2021 11:58:14;Emissions of gaseous mercury from biomass burning in South America in 2005 observed during CARIBIC flights;Ebinghaus, R., Slemr, F., Brenninkmeijer, C. A. M.  et al.;What is the contaminant or variable under study?;Sanchez, Luis;PM - particulate matter
8143;7361666;06/25/2021 11:58:14;Emissions of gaseous mercury from biomass burning in South America in 2005 observed during CARIBIC flights;Ebinghaus, R., Slemr, F., Brenninkmeijer, C. A. M.  et al.;What is the contaminant or variable under study?;Sanchez, Luis;GHGs - greenhouse gases
8144;7361666;06/25/2021 11:58:14;Emissions of gaseous mercury from biomass burning in South America in 2005 observed during CARIBIC flights;Ebinghaus, R., Slemr, F., Brenninkmeijer, C. A. M.  et al.;TEMPORAL: What is the temporal scale of the study?;Sanchez, Luis;Hours- 3 Weeks
8145;7361666;06/25/2021 11:58:14;Emissions of gaseous mercury from biomass burning in South America in 2005 observed during CARIBIC flights;Ebinghaus, R., Slemr, F., Brenninkmeijer, C. A. M.  et al.;SPATIAL 1:What is the spatial scale of the study?;Sanchez, Luis;Regional
8146;7361666;06/25/2021 11:58:14;Emissions of gaseous mercury from biomass burning in South America in 2005 observed during CARIBIC flights;Ebinghaus, R., Slemr, F., Brenninkmeijer, C. A. M.  et al.;SPATIAL 2. National or International;Sanchez, Luis;International comparisons
